"ec_clean_tenant_id"|"ec_lotting_attribute_name"|"ec_lotting_attribute_value"|"ec_lotting_attribute_priority"|"itm_nbr_sus_itm"|"material_number_sap_dim_mtrl"|"usf_product_number_usf_integrated_product_master "
0na7fEM|Preparation|NOT APPLICABLE|04|0985818|0985818|
0na7fEM|Packed In|NOT APPLICABLE|05|0985818|0985818|
0na7fEM|Processing Style|MINCED|06|0985818|0985818|
0na7fEM|Process Dimension|NOT APPLICABLE|07|0985818|0985818|
0na7fEM|Product Size|NOT APPLICABLE|08|0985818|0985818|
0na7fEM|Seasoning/Flavor Profile|NOT APPLICABLE|09|0985818|0985818|
0na7fEM|Growing Area|NOT APPLICABLE|10|0985818|0985818|
0na7fEM|Growing Practices|TRADITIONAL|11|0985818|0985818|
0na7fEM|Packaging|CARTON JAR|12|0985818|0985818|
0xauwnW|Commodity Type|GARLIC|01|2889865||
0xauwnW|Primary Variety|NOT APPLICABLE|02|2889865||
0xauwnW|Color|NOT APPLICABLE|03|2889865||
0xauwnW|Preparation|NOT APPLICABLE|04|2889865||
0xauwnW|Packed In|NOT APPLICABLE|05|2889865||
0xauwnW|Processing Style|MINCED|06|2889865||
0xauwnW|Process Dimension|NOT APPLICABLE|07|2889865||
0xauwnW|Product Size|NOT APPLICABLE|08|2889865||
0xauwnW|Seasoning/Flavor Profile|NOT APPLICABLE|09|2889865||
0xauwnW|Growing Area|NOT APPLICABLE|10|2889865||
0xauwnW|Growing Practices|TRADITIONAL|11|2889865||
0xauwnW|Packaging|CARTON BAG|12|2889865||
0tk0KmM|Commodity Type|GINGER|01|0300574||
0tk0KmM|Primary Variety|NOT APPLICABLE|02|0300574||
0tk0KmM|Color|NOT APPLICABLE|03|0300574||
0tk0KmM|Preparation|NOT APPLICABLE|04|0300574||
0tk0KmM|Packed In|NOT APPLICABLE|05|0300574||
0tk0KmM|Processing Style|SLICED SUSHI|06|0300574||
0tk0KmM|Process Dimension|NOT APPLICABLE|07|0300574||
0tk0KmM|Product Size|NOT APPLICABLE|08|0300574||
0tk0KmM|Seasoning/Flavor Profile|NOT APPLICABLE|09|0300574||
0tk0KmM|Growing Area|NOT APPLICABLE|10|0300574||
0tk0KmM|Growing Practices|NATURAL|11|0300574||
0tk0KmM|Packaging|CARTON JAR|12|0300574||
0xnEVLq|Commodity Type|GARLIC|01|2717072||
0xnEVLq|Primary Variety|NOT APPLICABLE|02|2717072||
0xnEVLq|Color|NOT APPLICABLE|03|2717072||
0xnEVLq|Preparation|ROASTED|04|2717072||
0xnEVLq|Packed In|NOT APPLICABLE|05|2717072||
0xnEVLq|Processing Style|WHOLE|06|2717072||
0xnEVLq|Process Dimension|NOT APPLICABLE|07|2717072||
0xnEVLq|Product Size|NOT APPLICABLE|08|2717072||
0xnEVLq|Seasoning/Flavor Profile|NOT APPLICABLE|09|2717072||
0xnEVLq|Growing Area|NOT APPLICABLE|10|2717072||
0xnEVLq|Growing Practices|TRADITIONAL|11|2717072||
0xnEVLq|Packaging|CARTON BULK|12|2717072||
0oV3CTu|Commodity Type|GARLIC|01|7528187|7528187|
0oV3CTu|Primary Variety|NOT APPLICABLE|02|7528187|7528187|
0oV3CTu|Color|NOT APPLICABLE|03|7528187|7528187|
0oV3CTu|Preparation|NOT APPLICABLE|04|7528187|7528187|
0oV3CTu|Packed In|NOT APPLICABLE|05|7528187|7528187|
0oV3CTu|Processing Style|MINCED|06|7528187|7528187|
0oV3CTu|Process Dimension|NOT APPLICABLE|07|7528187|7528187|
0oV3CTu|Product Size|NOT APPLICABLE|08|7528187|7528187|
0oV3CTu|Seasoning/Flavor Profile|NOT APPLICABLE|09|7528187|7528187|
0oV3CTu|Growing Area|NOT APPLICABLE|10|7528187|7528187|
0oV3CTu|Growing Practices|TRADITIONAL|11|7528187|7528187|
0oV3CTu|Packaging|CARTON BAG|12|7528187|7528187|
0nc9Ka6|Commodity Type|GARLIC|01|2717050|2717050|
0nc9Ka6|Primary Variety|NOT APPLICABLE|02|2717050|2717050|
0nc9Ka6|Color|NOT APPLICABLE|03|2717050|2717050|
0nc9Ka6|Preparation|ROASTED|04|2717050|2717050|
0nc9Ka6|Packed In|NOT APPLICABLE|05|2717050|2717050|
0nc9Ka6|Processing Style|NOT APPLICABLE|06|2717050|2717050|
0nc9Ka6|Process Dimension|NOT APPLICABLE|07|2717050|2717050|
0nc9Ka6|Product Size|SMALL|08|2717050|2717050|
0nc9Ka6|Seasoning/Flavor Profile|NOT APPLICABLE|09|2717050|2717050|
0nc9Ka6|Growing Area|NOT APPLICABLE|10|2717050|2717050|
0nc9Ka6|Growing Practices|TRADITIONAL|11|2717050|2717050|
0nc9Ka6|Packaging|CARTON JAR|12|2717050|2717050|
0s1TOY2|Commodity Type|GINGER|01|7298557||
0s1TOY2|Primary Variety|NOT APPLICABLE|02|7298557||
0s1TOY2|Color|NOT APPLICABLE|03|7298557||
0s1TOY2|Preparation|FRESH|04|7298557||
0s1TOY2|Packed In|NOT APPLICABLE|05|7298557||
0s1TOY2|Processing Style|CRUSHED|06|7298557||
0s1TOY2|Process Dimension|NOT APPLICABLE|07|7298557||
0s1TOY2|Product Size|NOT APPLICABLE|08|7298557||
0s1TOY2|Seasoning/Flavor Profile|NOT APPLICABLE|09|7298557||
0s1TOY2|Growing Area|NOT APPLICABLE|10|7298557||
0s1TOY2|Growing Practices|TRADITIONAL|11|7298557||
0s1TOY2|Packaging|CARTON BAG|12|7298557||
0vTeyuM|Commodity Type|GARLIC|01|9265422||
0vTeyuM|Primary Variety|NOT APPLICABLE|02|9265422||
0vTeyuM|Color|NOT APPLICABLE|03|9265422||
0vTeyuM|Preparation|FRESH|04|9265422||
0vTeyuM|Packed In|NOT APPLICABLE|05|9265422||
0vTeyuM|Processing Style|MINCED|06|9265422||
0vTeyuM|Process Dimension|NOT APPLICABLE|07|9265422||
0vTeyuM|Product Size|NOT APPLICABLE|08|9265422||
0vTeyuM|Seasoning/Flavor Profile|NOT APPLICABLE|09|9265422||
0vTeyuM|Growing Area|NOT APPLICABLE|10|9265422||
0vTeyuM|Growing Practices|TRADITIONAL|11|9265422||
0vTeyuM|Packaging|CARTON BAG|12|9265422||
0nMDJrC|Commodity Type|SHALLOT|01|1821529|1821529|
0nMDJrC|Primary Variety|NOT APPLICABLE|02|1821529|1821529|
0nMDJrC|Color|NOT APPLICABLE|03|1821529|1821529|
0nMDJrC|Preparation|FRESH|04|1821529|1821529|
0nMDJrC|Packed In|NOT APPLICABLE|05|1821529|1821529|
0nMDJrC|Processing Style|PEELED|06|1821529|1821529|
0nMDJrC|Process Dimension|NOT APPLICABLE|07|1821529|1821529|
0nMDJrC|Product Size|NOT APPLICABLE|08|1821529|1821529|
0nMDJrC|Seasoning/Flavor Profile|NOT APPLICABLE|09|1821529|1821529|
0nMDJrC|Growing Area|NOT APPLICABLE|10|1821529|1821529|
0nMDJrC|Growing Practices|TRADITIONAL|11|1821529|1821529|
0nMDJrC|Packaging|CARTON JAR|12|1821529|1821529|
0nEUdyI|Commodity Type|GARLIC|01|1821537|1821537|
0nEUdyI|Primary Variety|NOT APPLICABLE|02|1821537|1821537|
0nEUdyI|Color|NOT APPLICABLE|03|1821537|1821537|
0nEUdyI|Preparation|FRESH|04|1821537|1821537|
0nEUdyI|Packed In|NOT APPLICABLE|05|1821537|1821537|
0nEUdyI|Processing Style|PEELED|06|1821537|1821537|
0nEUdyI|Process Dimension|NOT APPLICABLE|07|1821537|1821537|
0nEUdyI|Product Size|NOT APPLICABLE|08|1821537|1821537|
0nEUdyI|Seasoning/Flavor Profile|NOT APPLICABLE|09|1821537|1821537|
0nEUdyI|Growing Area|NOT APPLICABLE|10|1821537|1821537|
0nEUdyI|Growing Practices|TRADITIONAL|11|1821537|1821537|
0nEUdyI|Packaging|CARTON JAR|12|1821537|1821537|
0mvJYEY|Commodity Type|SHALLOT|01|2415859|2415859|
0mvJYEY|Primary Variety|NOT APPLICABLE|02|2415859|2415859|
0mvJYEY|Color|NOT APPLICABLE|03|2415859|2415859|
0mvJYEY|Preparation|FRESH|04|2415859|2415859|
0mvJYEY|Packed In|NOT APPLICABLE|05|2415859|2415859|
0mvJYEY|Processing Style|PEELED|06|2415859|2415859|
0mvJYEY|Process Dimension|NOT APPLICABLE|07|2415859|2415859|
0mvJYEY|Product Size|NOT APPLICABLE|08|2415859|2415859|
0mvJYEY|Seasoning/Flavor Profile|NOT APPLICABLE|09|2415859|2415859|
0mvJYEY|Growing Area|NOT APPLICABLE|10|2415859|2415859|
0mvJYEY|Growing Practices|TRADITIONAL|11|2415859|2415859|
0mvJYEY|Packaging|CARTON JAR|12|2415859|2415859|
0ncz1mA|Commodity Type|GARLIC|01|6651020|6651020|
0ncz1mA|Primary Variety|NOT APPLICABLE|02|6651020|6651020|
0ncz1mA|Color|NOT APPLICABLE|03|6651020|6651020|
0ncz1mA|Preparation|NOT APPLICABLE|04|6651020|6651020|
0ncz1mA|Packed In|NOT APPLICABLE|05|6651020|6651020|
0ncz1mA|Processing Style|WHOLE|06|6651020|6651020|
0ncz1mA|Process Dimension|NOT APPLICABLE|07|6651020|6651020|
0ncz1mA|Product Size|NOT APPLICABLE|08|6651020|6651020|
0ncz1mA|Seasoning/Flavor Profile|NOT APPLICABLE|09|6651020|6651020|
0ncz1mA|Growing Area|NOT APPLICABLE|10|6651020|6651020|
0ncz1mA|Growing Practices|TRADITIONAL|11|6651020|6651020|
0ncz1mA|Packaging|CARTON JAR|12|6651020|6651020|
0tFOCQw|Commodity Type|GARLIC|01|6934046||
0tFOCQw|Primary Variety|NOT APPLICABLE|02|6934046||
0tFOCQw|Color|NOT APPLICABLE|03|6934046||
0tFOCQw|Preparation|FRESH|04|6934046||
0tFOCQw|Packed In|NOT APPLICABLE|05|6934046||
0tFOCQw|Processing Style|DICED|06|6934046||
0tFOCQw|Process Dimension|NOT APPLICABLE|07|6934046||
0tFOCQw|Product Size|NOT APPLICABLE|08|6934046||
0tFOCQw|Seasoning/Flavor Profile|NOT APPLICABLE|09|6934046||
0tFOCQw|Growing Area|NOT APPLICABLE|10|6934046||
0tFOCQw|Growing Practices|TRADITIONAL|11|6934046||
0tFOCQw|Packaging|CARTON JAR|12|6934046||
0xvuqqk|Commodity Type|GINGER|01|2247916||
0xvuqqk|Primary Variety|NOT APPLICABLE|02|2247916||
0xvuqqk|Color|NOT APPLICABLE|03|2247916||
0xvuqqk|Preparation|NOT APPLICABLE|04|2247916||
0xvuqqk|Packed In|NOT APPLICABLE|05|2247916||
0xvuqqk|Processing Style|PUREE|06|2247916||
0xvuqqk|Process Dimension|NOT APPLICABLE|07|2247916||
0xvuqqk|Product Size|NOT APPLICABLE|08|2247916||
0xvuqqk|Seasoning/Flavor Profile|NOT APPLICABLE|09|2247916||
0xvuqqk|Growing Area|NOT APPLICABLE|10|2247916||
0xvuqqk|Growing Practices|TRADITIONAL|11|2247916||
0xvuqqk|Packaging|CARTON JAR|12|2247916||
0sJpgV4|Commodity Type|GINGER|01|0905539||
0sJpgV4|Primary Variety|NOT APPLICABLE|02|0905539||
0sJpgV4|Color|NOT APPLICABLE|03|0905539||
0sJpgV4|Preparation|NOT APPLICABLE|04|0905539||
0sJpgV4|Packed In|NOT APPLICABLE|05|0905539||
0sJpgV4|Processing Style|CHOPPED|06|0905539||
0sJpgV4|Process Dimension|NOT APPLICABLE|07|0905539||
0sJpgV4|Product Size|NOT APPLICABLE|08|0905539||
0sJpgV4|Seasoning/Flavor Profile|NOT APPLICABLE|09|0905539||
0sJpgV4|Growing Area|NOT APPLICABLE|10|0905539||
0sJpgV4|Growing Practices|TRADITIONAL|11|0905539||
0sJpgV4|Packaging|CARTON BAG|12|0905539||
0sD8BbK|Commodity Type|GINGER|01|1545744||
0sD8BbK|Primary Variety|NOT APPLICABLE|02|1545744||
0sD8BbK|Color|PINK|03|1545744||
0sD8BbK|Preparation|NOT APPLICABLE|04|1545744||
0sD8BbK|Packed In|NOT APPLICABLE|05|1545744||
0sD8BbK|Processing Style|NOT APPLICABLE|06|1545744||
0sD8BbK|Process Dimension|NOT APPLICABLE|07|1545744||
0sD8BbK|Product Size|NOT APPLICABLE|08|1545744||
0sD8BbK|Seasoning/Flavor Profile|NOT APPLICABLE|09|1545744||
0sD8BbK|Growing Area|NOT APPLICABLE|10|1545744||
0sD8BbK|Growing Practices|TRADITIONAL|11|1545744||
0sD8BbK|Packaging|CARTON BULK|12|1545744||
0mdNJfK|Commodity Type|GINGER|01|4978179|4978179|
0mdNJfK|Primary Variety|NOT APPLICABLE|02|4978179|4978179|
0mdNJfK|Color|PINK|03|4978179|4978179|
0mdNJfK|Preparation|PICKLED|04|4978179|4978179|
0mdNJfK|Packed In|NOT APPLICABLE|05|4978179|4978179|
0mdNJfK|Processing Style|NOT APPLICABLE|06|4978179|4978179|
0mdNJfK|Process Dimension|NOT APPLICABLE|07|4978179|4978179|
0mdNJfK|Product Size|NOT APPLICABLE|08|4978179|4978179|
0mdNJfK|Seasoning/Flavor Profile|NOT APPLICABLE|09|4978179|4978179|
0mdNJfK|Growing Area|NOT APPLICABLE|10|4978179|4978179|
0mdNJfK|Growing Practices|TRADITIONAL|11|4978179|4978179|
0mdNJfK|Packaging|CARTON BULK|12|4978179|4978179|
0mvga50|Commodity Type|GINGER|01|5356144|5356144|
0mvga50|Primary Variety|NOT APPLICABLE|02|5356144|5356144|
0mvga50|Color|WHITE|03|5356144|5356144|
0mvga50|Preparation|PICKLED|04|5356144|5356144|
0mvga50|Packed In|NOT APPLICABLE|05|5356144|5356144|
0mvga50|Processing Style|NOT APPLICABLE|06|5356144|5356144|
0mvga50|Process Dimension|NOT APPLICABLE|07|5356144|5356144|
0mvga50|Product Size|NOT APPLICABLE|08|5356144|5356144|
0mvga50|Seasoning/Flavor Profile|NOT APPLICABLE|09|5356144|5356144|
0mvga50|Growing Area|NOT APPLICABLE|10|5356144|5356144|
0mvga50|Growing Practices|TRADITIONAL|11|5356144|5356144|
0mvga50|Packaging|CARTON BULK|12|5356144|5356144|
0p8fxgM|Commodity Type|GARLIC|01|0093211|0093211|
0p8fxgM|Primary Variety|NOT APPLICABLE|02|0093211|0093211|
0p8fxgM|Color|NOT APPLICABLE|03|0093211|0093211|
0p8fxgM|Preparation|FRESH|04|0093211|0093211|
0p8fxgM|Packed In|NOT APPLICABLE|05|0093211|0093211|
0p8fxgM|Processing Style|NOT APPLICABLE|06|0093211|0093211|
0p8fxgM|Process Dimension|NOT APPLICABLE|07|0093211|0093211|
0p8fxgM|Product Size|SUPER COLOSSAL|08|0093211|0093211|
0p8fxgM|Seasoning/Flavor Profile|NOT APPLICABLE|09|0093211|0093211|
0p8fxgM|Growing Area|NOT APPLICABLE|10|0093211|0093211|
0p8fxgM|Growing Practices|TRADITIONAL|11|0093211|0093211|
0p8fxgM|Packaging|CARTON JAR|12|0093211|0093211|
0oc4hgk|Commodity Type|GARLIC|01|7982622|7982622|
0oc4hgk|Primary Variety|NOT APPLICABLE|02|7982622|7982622|
0oc4hgk|Color|NOT APPLICABLE|03|7982622|7982622|
0oc4hgk|Preparation|DRY ROASTED|04|7982622|7982622|
0oc4hgk|Packed In|NOT APPLICABLE|05|7982622|7982622|
0oc4hgk|Processing Style|NOT APPLICABLE|06|7982622|7982622|
0oc4hgk|Process Dimension|NOT APPLICABLE|07|7982622|7982622|
0oc4hgk|Product Size|NOT APPLICABLE|08|7982622|7982622|
0oc4hgk|Seasoning/Flavor Profile|NOT APPLICABLE|09|7982622|7982622|
0oc4hgk|Growing Area|NOT APPLICABLE|10|7982622|7982622|
0oc4hgk|Growing Practices|TRADITIONAL|11|7982622|7982622|
0oc4hgk|Packaging|CARTON JAR|12|7982622|7982622|
0s1qhRW|Commodity Type|GARLIC|01|0685024||
0s1qhRW|Primary Variety|NOT APPLICABLE|02|0685024||
0s1qhRW|Color|NOT APPLICABLE|03|0685024||
0s1qhRW|Preparation|NOT APPLICABLE|04|0685024||
0s1qhRW|Packed In|NOT APPLICABLE|05|0685024||
0s1qhRW|Processing Style|NOT APPLICABLE|06|0685024||
0s1qhRW|Process Dimension|NOT APPLICABLE|07|0685024||
0s1qhRW|Product Size|NOT APPLICABLE|08|0685024||
0s1qhRW|Seasoning/Flavor Profile|NOT APPLICABLE|09|0685024||
0s1qhRW|Growing Area|NOT APPLICABLE|10|0685024||
0s1qhRW|Growing Practices|TRADITIONAL|11|0685024||
0s1qhRW|Packaging|CARTON BULK|12|0685024||
0p95sXe|Commodity Type|GARLIC|01|1344100|1344100|
0p95sXe|Primary Variety|NOT APPLICABLE|02|1344100|1344100|
0p95sXe|Color|NOT APPLICABLE|03|1344100|1344100|
0p95sXe|Preparation|NOT APPLICABLE|04|1344100|1344100|
0p95sXe|Packed In|NOT APPLICABLE|05|1344100|1344100|
0p95sXe|Processing Style|NOT APPLICABLE|06|1344100|1344100|
0p95sXe|Process Dimension|NOT APPLICABLE|07|1344100|1344100|
0p95sXe|Product Size|COLOSSAL|08|1344100|1344100|
0p95sXe|Seasoning/Flavor Profile|NOT APPLICABLE|09|1344100|1344100|
0p95sXe|Growing Area|NOT APPLICABLE|10|1344100|1344100|
0p95sXe|Growing Practices|TRADITIONAL|11|1344100|1344100|
0p95sXe|Packaging|CARTON BULK|12|1344100|1344100|
0phnTiY|Commodity Type|GARLIC|01|2243012||
0phnTiY|Primary Variety|ELEPHANT|02|2243012||
0phnTiY|Color|NOT APPLICABLE|03|2243012||
0phnTiY|Preparation|NOT APPLICABLE|04|2243012||
0phnTiY|Packed In|NOT APPLICABLE|05|2243012||
0phnTiY|Processing Style|NOT APPLICABLE|06|2243012||
0phnTiY|Process Dimension|NOT APPLICABLE|07|2243012||
0phnTiY|Product Size|SUPER COLOSSAL|08|2243012||
0phnTiY|Seasoning/Flavor Profile|NOT APPLICABLE|09|2243012||
0phnTiY|Growing Area|NOT APPLICABLE|10|2243012||
0phnTiY|Growing Practices|TRADITIONAL|11|2243012||
0phnTiY|Packaging|CARTON BULK|12|2243012||
0ulQNMs|Commodity Type|GARLIC|01|4023503||
0ulQNMs|Primary Variety|NOT APPLICABLE|02|4023503||
0ulQNMs|Color|NOT APPLICABLE|03|4023503||
0ulQNMs|Preparation|NOT APPLICABLE|04|4023503||
0ulQNMs|Packed In|NOT APPLICABLE|05|4023503||
0ulQNMs|Processing Style|CHOPPED|06|4023503||
0ulQNMs|Process Dimension|NOT APPLICABLE|07|4023503||
0ulQNMs|Product Size|NOT APPLICABLE|08|4023503||
0ulQNMs|Seasoning/Flavor Profile|NOT APPLICABLE|09|4023503||
0ulQNMs|Growing Area|NOT APPLICABLE|10|4023503||
0ulQNMs|Growing Practices|TRADITIONAL|11|4023503||
0ulQNMs|Packaging|CARTON BULK|12|4023503||
0u8XOoI|Commodity Type|SHALLOT|01|2232710||
0u8XOoI|Primary Variety|NOT APPLICABLE|02|2232710||
0u8XOoI|Color|NOT APPLICABLE|03|2232710||
0u8XOoI|Preparation|NOT APPLICABLE|04|2232710||
0u8XOoI|Packed In|OIL|05|2232710||
0u8XOoI|Processing Style|CHOPPED|06|2232710||
0u8XOoI|Process Dimension|NOT APPLICABLE|07|2232710||
0u8XOoI|Product Size|NOT APPLICABLE|08|2232710||
0u8XOoI|Seasoning/Flavor Profile|NOT APPLICABLE|09|2232710||
0u8XOoI|Growing Area|NOT APPLICABLE|10|2232710||
0u8XOoI|Growing Practices|TRADITIONAL|11|2232710||
0u8XOoI|Packaging|CARTON JAR|12|2232710||
0pnp6v8|Commodity Type|NOT IDENTIFIED|01|2225020||
0pnp6v8|Primary Variety|NOT APPLICABLE|02|2225020||
0pnp6v8|Color|NOT APPLICABLE|03|2225020||
0pnp6v8|Preparation|FRESH|04|2225020||
0pnp6v8|Packed In|NOT APPLICABLE|05|2225020||
0pnp6v8|Processing Style|WHOLE|06|2225020||
0pnp6v8|Process Dimension|NOT APPLICABLE|07|2225020||
0pnp6v8|Product Size|NOT APPLICABLE|08|2225020||
0pnp6v8|Seasoning/Flavor Profile|NOT APPLICABLE|09|2225020||
0pnp6v8|Growing Area|NOT APPLICABLE|10|2225020||
0pnp6v8|Growing Practices|TRADITIONAL|11|2225020||
0pnp6v8|Packaging|CARTON BAG|12|2225020||
0trTkRy|Commodity Type|GARLIC|01|4674952||
0trTkRy|Primary Variety|NOT APPLICABLE|02|4674952||
0trTkRy|Color|NOT APPLICABLE|03|4674952||
0trTkRy|Preparation|NOT APPLICABLE|04|4674952||
0trTkRy|Packed In|NOT APPLICABLE|05|4674952||
0trTkRy|Processing Style|BULB|06|4674952||
0trTkRy|Process Dimension|NOT APPLICABLE|07|4674952||
0trTkRy|Product Size|LARGE|08|4674952||
0trTkRy|Seasoning/Flavor Profile|NOT APPLICABLE|09|4674952||
0trTkRy|Growing Area|NOT APPLICABLE|10|4674952||
0trTkRy|Growing Practices|TRADITIONAL|11|4674952||
0trTkRy|Packaging|CARTON BULK|12|4674952||
0pALQKk|Commodity Type|GARLIC|01|1008135|1008135|
0pALQKk|Primary Variety|NOT APPLICABLE|02|1008135|1008135|
0pALQKk|Color|NOT APPLICABLE|03|1008135|1008135|
0pALQKk|Preparation|FRESH|04|1008135|1008135|
0pALQKk|Packed In|NOT APPLICABLE|05|1008135|1008135|
0pALQKk|Processing Style|NOT APPLICABLE|06|1008135|1008135|
0pALQKk|Process Dimension|NOT APPLICABLE|07|1008135|1008135|
0pALQKk|Product Size|JUMBO|08|1008135|1008135|
0pALQKk|Seasoning/Flavor Profile|NOT APPLICABLE|09|1008135|1008135|
0pALQKk|Growing Area|NOT APPLICABLE|10|1008135|1008135|
0pALQKk|Growing Practices|TRADITIONAL|11|1008135|1008135|
0pALQKk|Packaging|CARTON BULK|12|1008135|1008135|
0xLZN3O|Commodity Type|GINGER|01|2187280||
0xLZN3O|Primary Variety|NOT APPLICABLE|02|2187280||
0xLZN3O|Color|PINK|03|2187280||
0xLZN3O|Preparation|PICKLED|04|2187280||
0xLZN3O|Packed In|NOT APPLICABLE|05|2187280||
0xLZN3O|Processing Style|NOT APPLICABLE|06|2187280||
0xLZN3O|Process Dimension|NOT APPLICABLE|07|2187280||
0xLZN3O|Product Size|NOT APPLICABLE|08|2187280||
0xLZN3O|Seasoning/Flavor Profile|NOT APPLICABLE|09|2187280||
0xLZN3O|Growing Area|NOT APPLICABLE|10|2187280||
0xLZN3O|Growing Practices|TRADITIONAL|11|2187280||
0xLZN3O|Packaging|CARTON BULK|12|2187280||
0p8fH3m|Commodity Type|GARLIC|01|9991415|9991415|
0p8fH3m|Primary Variety|NOT APPLICABLE|02|9991415|9991415|
0p8fH3m|Color|NOT APPLICABLE|03|9991415|9991415|
0p8fH3m|Preparation|NOT APPLICABLE|04|9991415|9991415|
0p8fH3m|Packed In|NOT APPLICABLE|05|9991415|9991415|
0p8fH3m|Processing Style|BULB|06|9991415|9991415|
0p8fH3m|Process Dimension|NOT APPLICABLE|07|9991415|9991415|
0p8fH3m|Product Size|NOT APPLICABLE|08|9991415|9991415|
0p8fH3m|Seasoning/Flavor Profile|NOT APPLICABLE|09|9991415|9991415|
0p8fH3m|Growing Area|NOT APPLICABLE|10|9991415|9991415|
0p8fH3m|Growing Practices|ORGANIC|11|9991415|9991415|
0p8fH3m|Packaging|CARTON BAG|12|9991415|9991415|
0uoamYA|Commodity Type|GARLIC|01|1288513||
0uoamYA|Primary Variety|NOT APPLICABLE|02|1288513||
0uoamYA|Color|NOT APPLICABLE|03|1288513||
0uoamYA|Preparation|FRESH|04|1288513||
0uoamYA|Packed In|NOT APPLICABLE|05|1288513||
0uoamYA|Processing Style|NOT APPLICABLE|06|1288513||
0uoamYA|Process Dimension|NOT APPLICABLE|07|1288513||
0uoamYA|Product Size|UNSIZED|08|1288513||
0uoamYA|Seasoning/Flavor Profile|NOT APPLICABLE|09|1288513||
0uoamYA|Growing Area|NOT APPLICABLE|10|1288513||
0uoamYA|Growing Practices|TRADITIONAL|11|1288513||
0uoamYA|Packaging|CARTON JAR|12|1288513||
0x6Y8ve|Commodity Type|GINGER|01|2790155||
0x6Y8ve|Primary Variety|NOT APPLICABLE|02|2790155||
0x6Y8ve|Color|NOT APPLICABLE|03|2790155||
0x6Y8ve|Preparation|FRESH|04|2790155||
0x6Y8ve|Packed In|NOT APPLICABLE|05|2790155||
0x6Y8ve|Processing Style|NOT APPLICABLE|06|2790155||
0x6Y8ve|Process Dimension|NOT APPLICABLE|07|2790155||
0x6Y8ve|Product Size|NOT APPLICABLE|08|2790155||
0x6Y8ve|Seasoning/Flavor Profile|NOT APPLICABLE|09|2790155||
0x6Y8ve|Growing Area|CHINA|10|2790155||
0x6Y8ve|Growing Practices|TRADITIONAL|11|2790155||
0x6Y8ve|Packaging|CARTON BULK|12|2790155||
0v443fC|Commodity Type|GREEN GARLIC (YOUNG / SPRING)|01|8848289||
0v443fC|Primary Variety|NOT APPLICABLE|02|8848289||
0v443fC|Color|NOT APPLICABLE|03|8848289||
0v443fC|Preparation|NOT APPLICABLE|04|8848289||
0v443fC|Packed In|NOT APPLICABLE|05|8848289||
0v443fC|Processing Style|WHOLE|06|8848289||
0v443fC|Process Dimension|NOT APPLICABLE|07|8848289||
0v443fC|Product Size|NOT APPLICABLE|08|8848289||
0v443fC|Seasoning/Flavor Profile|NOT APPLICABLE|09|8848289||
0v443fC|Growing Area|NOT APPLICABLE|10|8848289||
0v443fC|Growing Practices|TRADITIONAL|11|8848289||
0v443fC|Packaging|CARTON JAR|12|8848289||
0t0REZC|Commodity Type|GARLIC|01|5874512||
0t0REZC|Primary Variety|NOT APPLICABLE|02|5874512||
0t0REZC|Color|NOT APPLICABLE|03|5874512||
0t0REZC|Preparation|ROASTED|04|5874512||
0t0REZC|Packed In|NOT APPLICABLE|05|5874512||
0t0REZC|Processing Style|CHOPPED|06|5874512||
0t0REZC|Process Dimension|1/8""|07|5874512||
0t0REZC|Product Size|NOT APPLICABLE|08|5874512||
0t0REZC|Seasoning/Flavor Profile|NOT APPLICABLE|09|5874512||
0t0REZC|Growing Area|NOT APPLICABLE|10|5874512||
0t0REZC|Growing Practices|NATURAL|11|5874512||
0t0REZC|Packaging|CARTON BULK|12|5874512||
0p0Mqog|Commodity Type|GINGER|01|9644808|9644808|
0p0Mqog|Primary Variety|ROOT|02|9644808|9644808|
0p0Mqog|Color|NOT APPLICABLE|03|9644808|9644808|
0p0Mqog|Preparation|FRESH|04|9644808|9644808|
0p0Mqog|Packed In|NOT APPLICABLE|05|9644808|9644808|
0p0Mqog|Processing Style|NOT APPLICABLE|06|9644808|9644808|
0p0Mqog|Process Dimension|NOT APPLICABLE|07|9644808|9644808|
0p0Mqog|Product Size|NOT APPLICABLE|08|9644808|9644808|
0p0Mqog|Seasoning/Flavor Profile|NOT APPLICABLE|09|9644808|9644808|
0p0Mqog|Growing Area|NOT APPLICABLE|10|9644808|9644808|
0p0Mqog|Growing Practices|TRADITIONAL|11|9644808|9644808|
0p0Mqog|Packaging|CARTON BULK|12|9644808|9644808|
0qKaKwA|Commodity Type|GINGER|01|1190513||
0qKaKwA|Primary Variety|ROOT|02|1190513||
0qKaKwA|Color|NOT APPLICABLE|03|1190513||
0qKaKwA|Preparation|NOT APPLICABLE|04|1190513||
0qKaKwA|Packed In|NOT APPLICABLE|05|1190513||
0qKaKwA|Processing Style|NOT APPLICABLE|06|1190513||
0qKaKwA|Process Dimension|NOT APPLICABLE|07|1190513||
0qKaKwA|Product Size|NOT APPLICABLE|08|1190513||
0qKaKwA|Seasoning/Flavor Profile|NOT APPLICABLE|09|1190513||
0qKaKwA|Growing Area|NOT APPLICABLE|10|1190513||
0qKaKwA|Growing Practices|TRADITIONAL|11|1190513||
0qKaKwA|Packaging|CARTON JAR|12|1190513||
0tDyCmc|Commodity Type|GARLIC|01|8329377||
